"","id","celebrate","main_dish","main_dish_other","main_prep","main_prep_other","stuffing","stuffing_other","cranberry","cranberry_other","gravy","side1","side2","side3","side4","side5","side6","side7","side8","side9","side10","side11","side12","side13","side14","side15","pie1","pie2","pie3","pie4","pie5","pie6","pie7","pie8","pie9","pie10","pie11","pie12","pie13","dessert1","dessert2","dessert3","dessert4","dessert5","dessert6","dessert7","dessert8","dessert9","dessert10","dessert11","dessert12","prayer","travel","watch_program","kids_table_age","hometown_friends","friendsgiving","black_friday","work_retail","work_black_friday","community_type","age","gender","family_income","us_region"
"157",4337162131,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","10 or younger","Yes","No","No","No",NA,"Suburban","60+","Female","$75,000 to $99,999","Middle Atlantic"
"158",4337161591,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apple cobbler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"10 or younger","No","Yes","Yes","No",NA,"Suburban","30 - 44","Female","$50,000 to $74,999","Middle Atlantic"
"159",4337160605,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,"Other (please specify)","Peas, sometimes cranberry jello mold",NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Pies and dream whip","Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","21 or older","No","No","No","No",NA,"Suburban","60+","Female","$200,000 and up","Pacific"
"160",4337160531,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts",NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Suburban","60+","Female","Prefer not to answer","East North Central"
"161",4337160291,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,"Buttermilk",NA,NA,NA,NA,NA,"Pecan",NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","Yes","Yes","Yes","No",NA,"Urban","30 - 44","Female","Prefer not to answer","West South Central"
"162",4337159183,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","Yes","Yes","No","No",NA,"Suburban","30 - 44","Male","$100,000 to $124,999","East South Central"
"163",4337155647,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts","Carrots",NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,NA,NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Pumpkin pie","Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","13","Yes","Yes","No","No",NA,"Rural","60+","Female","$75,000 to $99,999","Mountain"
"164",4337153385,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Lefse or Krumkakke","Yes","Thanksgiving is local--it will take place in the town I live in",NA,"18","No","Yes","No","Yes","Yes","Suburban","30 - 44","Female","$50,000 to $74,999","West North Central"
"165",4337153198,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"21 or older","Yes","No","No","No",NA,"Rural","18 - 29","Male","$25,000 to $49,999","South Atlantic"
"166",4337153195,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,"Corn","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,"Key lime",NA,"Pecan","Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,"Brownies","Carrot cake","Cheesecake","Cookies","Fudge","Ice cream","Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"21 or older","Yes","Yes","No","Yes","No","Urban","18 - 29","Male","$25,000 to $49,999","South Atlantic"
"167",4337150198,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts",NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash","Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","12","No","Yes","No","No",NA,"Suburban","30 - 44","Female","$100,000 to $124,999","New England"
"168",4337149818,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole","Other (please specify)","Rice pudding",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,"Carrot cake",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","Yes","No","Yes","Yes","Yes","Rural","30 - 44","Female","$25,000 to $49,999","South Atlantic"
"169",4337147145,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,"Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,"Other (please specify)","Pie","Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","No","Yes","No","No",NA,"Suburban","60+","Female","$50,000 to $74,999","South Atlantic"
"170",4337145918,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts",NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"No","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","10 or younger","Yes","No","Yes","No",NA,"Suburban","60+","Female","$75,000 to $99,999","South Atlantic"
"171",4337144555,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 - 29","Male","$50,000 to $74,999","East South Central"
"172",4337143515,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,"Brownies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","16","No","No","No","No",NA,"Suburban","60+","Female","Prefer not to answer","New England"
"173",4337142309,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is out of town and far away--I have to drive several hours or fly",NA,"10 or younger","No","No","No","No",NA,"Suburban","45 - 59","Male","$100,000 to $124,999","West South Central"
"174",4337139981,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,"Chocolate",NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","10 or younger","No","Yes","No","No",NA,"Suburban","45 - 59","Male","$100,000 to $124,999","Pacific"
"175",4337139366,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,"Cornbread","Fruit salad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buttermilk",NA,NA,"Coconut cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brownies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","14","Yes","Yes","No","Yes","No","Rural","30 - 44","Male","$75,000 to $99,999","West South Central"
"176",4337139327,"Yes","Tofurkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,"Corn","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","pumpkin bars","Yes","Thanksgiving is local--it will take place in the town I live in",NA,"12","No","No","No","No",NA,"Rural","30 - 44","Female","$75,000 to $99,999","West North Central"
"177",4337139127,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple","Buttermilk",NA,"Chocolate","Coconut cream",NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,"Ice cream","Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Rural","60+","Female","$100,000 to $124,999","West South Central"
"178",4337138407,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes","Brussel sprouts",NA,NA,NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"21 or older","No","No","No","No",NA,"Suburban","60+","Female","$50,000 to $74,999","Middle Atlantic"
"179",4337137158,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole","Other (please specify)","Cajun Cressing (Crayfish, gorund beef & rice, etc.)",NA,"Buttermilk",NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Banana Pudding","Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","Yes","No","No","No",NA,"Suburban","45 - 59","Male","$200,000 and up","East South Central"
"180",4337136775,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,"Fruit salad",NA,NA,"Mashed potatoes",NA,NA,"Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,"Brownies",NA,NA,NA,NA,"Ice cream","Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","21 or older","No","No","No","No",NA,"Suburban","60+","Female","$75,000 to $99,999","East North Central"
"181",4337136301,"Yes","Turkey",NA,"Fried",NA,"None",NA,"Canned",NA,"No","Brussel sprouts","Carrots",NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","21 or older","Yes","Yes","No","No",NA,"Rural","30 - 44","Female","Prefer not to answer","New England"
"182",4337135261,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,"Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,"Apple cobbler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","13","No","No","Yes","Yes","Yes","Suburban","30 - 44","Male","$75,000 to $99,999","East North Central"
"183",4337131392,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","No","No","No","No",NA,"Rural","45 - 59","Male","$125,000 to $149,999","East North Central"
"184",4337127124,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,"Cauliflower","Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","pumpkin roll","Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","No","No","Yes","No",NA,"Suburban","30 - 44","Female","$100,000 to $124,999","East North Central"
"185",4337120626,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts",NA,NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,NA,"Buttermilk",NA,"Chocolate",NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,"Brownies","Carrot cake","Cheesecake","Cookies",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",4337117868,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Rural","60+","Female","$25,000 to $49,999","West North Central"
"187",4337117491,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole","Other (please specify)","collard greens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","chocolate cake","Yes","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","30 - 44","Female","$100,000 to $124,999","South Atlantic"
"188",4337117150,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","Yes","No","Yes","No",NA,"Urban","30 - 44","Female","$50,000 to $74,999","East North Central"
"189",4337114976,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,"Apple",NA,NA,NA,NA,"Key lime",NA,NA,NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","18 - 29","Female","Prefer not to answer","South Atlantic"
"190",4337114697,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Cheesecak",NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","16","No","Yes","No","No",NA,"Suburban","45 - 59","Male","$75,000 to $99,999","South Atlantic"
"191",4337114484,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,NA,"Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,"Chocolate","Coconut cream",NA,NA,"Pecan","Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream","Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","No","No",NA,"Rural","60+","Female","$200,000 and up","West South Central"
"192",4337113072,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn",NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"13","No","No","No","No",NA,"Suburban","30 - 44","Male","$75,000 to $99,999","East North Central"
"193",4337112360,"Yes","Turkey",NA,"Roasted",NA,"Other (please specify)","Cornbread-based","Canned",NA,"Yes",NA,NA,NA,NA,NA,"Fruit salad","Green beans/green bean casserole",NA,NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,"Other (please specify)","Pecan, Mincemeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Urban","60+","Female","$75,000 to $99,999","South Atlantic"
"194",4337111695,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rolls/biscuits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","60+","Female","Prefer not to answer","South Atlantic"
"195",4337110217,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","THE PIE YOU JUST ASKED ABOUT.","No","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","21 or older","No","Yes","No","No",NA,"Urban","18 - 29","Female","$25,000 to $49,999","Middle Atlantic"
"196",4337109688,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,"Other (please specify)","Peanut butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"10 or younger","No","Yes","No","No",NA,"Suburban","18 - 29","Female","$25,000 to $49,999","Mountain"
"197",4337109606,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 - 44","Female","$25,000 to $49,999","Middle Atlantic"
"198",4337108113,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","13","No","No","No","No",NA,"Suburban","18 - 29","Male","$50,000 to $74,999","South Atlantic"
"199",4337107692,"Yes","Turkey",NA,"I don't know",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,"Cauliflower",NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","Yes","No","No","No",NA,"Suburban","60+","Female","$25,000 to $49,999","East South Central"
"200",4337107492,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","45 - 59","Male","$25,000 to $49,999","South Atlantic"
"201",4337107135,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","pies: pumpkin with cie cream vanilla, apple, pecan","Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","12","Yes","No","Yes","No",NA,"Rural","30 - 44","Female","$25,000 to $49,999","South Atlantic"
